PeakID,Eigenpeak 0,Eigenpeak 1,Eigenpeak 2,Eigenpeak 3,Eigenpeak 4,Eigenpeak 5,Eigenpeak 6,Eigenpeak 7,Eigenpeak 8,Eigenpeak 9,Eigenpeak 10,Eigenpeak 11,Eigenpeak 12
Interval_15297,0.6380463413340189,0.27183654425522985,-0.0896594528003858,0.37333048136652974,-0.2889501477061107,0.15248375435962697,0.00013213567071158148,-0.10526695764241324,0.09398780233557148,-0.14056295348285708,-0.0934154019322015,0.3321974055582771,0.3257137642658093
Interval_15296,-0.24416477835628708,0.06305709770581838,-0.07810692289771318,-0.037730339986839,0.3521380336186141,0.07998066816905748,-0.4211506395566096,-0.5421294553239967,0.13288989493479986,-0.20445069413473793,-0.4484536863283733,0.0357565398028543,0.25566332259545166
Interval_15295,-0.21955527897974594,-0.2988878617664822,0.3407537657147655,0.1111912595321338,-0.49494825240481943,-0.44483379596961253,-0.26716991751212515,-0.0341560884722283,-0.29405828753746505,-0.09449244243582816,-0.01229115507835328,0.10915423516692707,0.33335086773875483
Interval_15289,-0.23261530318695198,0.4078174331129176,-0.31518155080668725,-0.48524195122312164,-0.4455302106880752,-0.0828144002953953,0.11501469101136917,0.04959571628027057,0.2791502707491864,0.09553125160179733,-0.031023187991172152,-0.14136299065173166,0.340199009422095
Interval_15299,-0.07567246727598503,0.33743979290329223,0.5233383640897964,-0.190216465691319,0.19370449404437123,0.42139671286493485,-0.15147553032590758,0.3931103329840283,-0.1999055363219842,-0.13429331358401422,0.10018675744262134,0.028219653469930807,0.330052833901477
Interval_15293,0.41401710897229727,-0.4673883937514453,0.0554203053272276,-0.47271276299071213,0.08397627108289886,0.1461265980255754,-0.010613868124948064,-0.16327679267625642,-0.0754958306059324,0.4703209837743545,-0.01785186907757838,-0.008760039956025298,0.3180177960462318
Interval_15288,-0.1692887848049569,0.06245412415536928,-0.25562407369908663,-0.018345886444608106,0.28170835567519503,-0.2056709904822202,0.40190610211855227,0.1958817131652732,-0.40775912345021226,0.11741539304015161,-0.307243020509512,0.5192183291007973,0.19016417236101738
Interval_15291,-0.06919070006084667,-0.203443716178599,-0.6061938737053846,0.2587771889212154,0.0819379016197466,0.16904732781109505,-0.35835206274852544,0.3291455505351588,-0.1984102816573495,-0.00815950552623361,0.22826881382801065,-0.24415862915484896,0.31014438140725187
Interval_15287,-0.02930035395283341,-0.23458903319823576,-0.084260733211419,-0.18656640260006982,0.05082634156117767,0.10282072810028077,0.4245649684954265,-0.28628191944138026,-0.082627723792288,-0.6470174958474932,0.4028451734193062,0.01060244560123745,0.19743045801738834
Interval_15290,0.24833744490493292,0.23690408107723115,0.11388793472737221,0.09238041813421508,0.4407846727195313,-0.6359548551662897,0.05415734698185051,0.006382955017963016,0.11680829558457032,0.03284012279751376,0.21239761697102064,-0.32543821952178054,0.30537103109464386
Interval_15298,0.08951328081689847,-0.31566879257124775,0.09402707401136429,0.0740716856947475,-0.030671627280327386,0.03154328665140733,0.2752044428815612,0.3766403215835346,0.2267516805494509,-0.2797545382048939,-0.6077293198764636,-0.37671784678916265,0.13248225240727401
Interval_15286,-0.34439768738577603,0.0002761960790397724,0.1692809604462471,0.48303857554397645,-0.03134353533033554,0.27903379263679656,0.40025923296174293,-0.2720579067370287,0.06641262662134524,0.4105083142399686,0.08323863230392572,-0.19250989585168032,0.29904209040337765
Interval_15294,-0.17672323348064817,-0.2794098678175223,0.055419780796627606,0.047766266497757275,0.13996857897563414,-0.044104676736112354,-0.07673592007983009,0.2561545392065944,0.6939142251957574,0.028419409852378112,0.22029018364834124,0.49131982673741553,0.1416281372329375
